locus_tag	old_locus_tag	pf_name	description
PFDSM3638_RS05500	PFDSM3638_05480	PF1093.1n	hypothetical protein
PFDSM3638_RS05505	PFDSM3638_05485	PF1095	hypothetical protein
PFDSM3638_RS05510	PFDSM3638_05490	PF1096	isoleucine--tRNA ligase
PFDSM3638_RS05515	PFDSM3638_05495	PF1097	ATP-binding protein
PFDSM3638_RS05520	PFDSM3638_05500	PF1098	hypothetical protein
PFDSM3638_RS05525	PFDSM3638_05505	PF1099	formamidase
PFDSM3638_RS05530	PFDSM3638_05510	PF1100	hypothetical protein
PFDSM3638_RS05535	PFDSM3638_05515	PF1101	ribonuclease J
PFDSM3638_RS05540	PFDSM3638_05520	PF1102	polyprenyl synthetase family protein
PFDSM3638_RS05545	PFDSM3638_05525	PF1103	NAD(+) kinase
PFDSM3638_RS05550	PFDSM3638_05530	PF1104	homoserine dehydrogenase
PFDSM3638_RS05555	PFDSM3638_05535	PF1105	nicotinamidase
PFDSM3638_RS05560	PFDSM3638_05540	PF1106	AI-2E family transporter
PFDSM3638_RS05565	PFDSM3638_05545	PF1107	HIT family protein
PFDSM3638_RS05575	PFDSM3638_05555	PF1108	phosphonate ABC transporter ATP-binding protein
PFDSM3638_RS05580	PFDSM3638_05560	NA	NA
PFDSM3638_RS05585	PFDSM3638_05565	PF1111	putative methyltransferase
PFDSM3638_RS05590	PFDSM3638_05570	PF1112	hypothetical protein
PFDSM3638_RS05595	PFDSM3638_05575	PF1112.1n	hypothetical protein
PFDSM3638_RS05600	PFDSM3638_05580	PF1113	hypothetical protein
PFDSM3638_RS05605	PFDSM3638_05585	PF1114	orotidine-5'-phosphate decarboxylase
PFDSM3638_RS05610	PFDSM3638_05590	PF1115	RNA-binding protein
PFDSM3638_RS05615	PFDSM3638_05595	PF1116	FAD synthase
PFDSM3638_RS05620	PFDSM3638_05600	PF1117	CRISPR-associated endonuclease Cas2
PFDSM3638_RS05625	PFDSM3638_05605	PF1118	type I-B CRISPR-associated endonuclease Cas1
PFDSM3638_RS05630	PFDSM3638_05610	PF1119	CRISPR-associated protein Cas4
PFDSM3638_RS05635	PFDSM3638_05615	PF1120	CRISPR-associated helicase/endonuclease Cas3
PFDSM3638_RS05640	PFDSM3638_05620	PF1121	type I-B CRISPR-associated protein Cas5
PFDSM3638_RS05645	PFDSM3638_05625	PF1122	type I-B CRISPR-associated protein Cas7/Cst2/DevR
PFDSM3638_RS05650	PFDSM3638_05630	PF1123	type I-B CRISPR-associated protein Cas8b1/Cst1
PFDSM3638_RS05655	PFDSM3638_05635	PF1124	type III-B CRISPR module RAMP protein Cmr6
PFDSM3638_RS05660	PFDSM3638_05640	PF1125	type III-B CRISPR module-associated protein Cmr5
PFDSM3638_RS05665	PFDSM3638_05645	PF1126	type III-B CRISPR module RAMP protein Cmr4
PFDSM3638_RS05670	PFDSM3638_05650	PF1127	TIGR01897 family CRISPR-associated protein
PFDSM3638_RS05675	PFDSM3638_05655	PF1128	type III-B CRISPR module-associated protein Cmr3
PFDSM3638_RS05680	PFDSM3638_05660	PF1129	type III-B CRISPR-associated protein Cas10/Cmr2
PFDSM3638_RS05685	PFDSM3638_05665	PF1130	type III-B CRISPR module RAMP protein Cmr1
PFDSM3638_RS05690	PFDSM3638_05670	PF1131	CRISPR-associated endoribonuclease Cas6
PFDSM3638_RS05695	PFDSM3638_05675	PF1132	carbamoyl transferase
PFDSM3638_RS05700	PFDSM3638_05680	PF1133	hypothetical protein
PFDSM3638_RS05705	PFDSM3638_05685	PF1134	kinase
PFDSM3638_RS05710	PFDSM3638_05690	PF1135	protease
PFDSM3638_RS05715	PFDSM3638_05695	PF1136	restriction endonuclease
PFDSM3638_RS05720	PFDSM3638_05700	PF1137	intein-containing translation initiation factor IF-2
PFDSM3638_RS05725	PFDSM3638_05705	PF1138	UbiD family decarboxylase
PFDSM3638_RS05730	PFDSM3638_05710	PF1139	tRNA pseudouridine(54/55) synthase Pus10
PFDSM3638_RS05735	PFDSM3638_05715	PF1140	translation initiation factor IF-2 subunit alpha
PFDSM3638_RS05740	PFDSM3638_05720	PF1141	ribosome biogenesis protein
PFDSM3638_RS05745	PFDSM3638_05725	PF1142	proteasome assembly chaperone family protein
PFDSM3638_RS05750	PFDSM3638_05730	PF1143	3-methyl-2-oxobutanoate hydroxymethyltransferase
PFDSM3638_RS05755	PFDSM3638_05735	PF1144	EamA family transporter
PFDSM3638_RS05760	PFDSM3638_05740	PF1145	ATP-binding protein
PFDSM3638_RS05765	PFDSM3638_05745	PF1146	hypothetical protein
PFDSM3638_RS05770	PFDSM3638_05750	PF1147	cation:proton antiporter
PFDSM3638_RS05775	PFDSM3638_05755	PF1148	cation:proton antiporter
PFDSM3638_RS05780	PFDSM3638_05760	PF1149	cation:proton antiporter
PFDSM3638_RS05785	PFDSM3638_05765	PF1150	cation:proton antiporter
PFDSM3638_RS05790	PFDSM3638_05770	NA	NA
PFDSM3638_RS05795	PFDSM3638_05775	PF1152	cation:proton antiporter
PFDSM3638_RS05800	PFDSM3638_05780	PF1153	cation:proton antiporter
PFDSM3638_RS05805	PFDSM3638_05785	NA	NA
PFDSM3638_RS05810	PFDSM3638_05790	PF1155	ASCH domain-containing protein
PFDSM3638_RS05815	PFDSM3638_05795	PF1156	ribulose-bisphosphate carboxylase large subunit
PFDSM3638_RS05820	PFDSM3638_05800	PF1157	magnesium transporter MgtE
PFDSM3638_RS05825	PFDSM3638_05805	PF1158	radical SAM protein
PFDSM3638_RS05830	PFDSM3638_05810	PF1159	tyrosine decarboxylase MfnA
PFDSM3638_RS05835	PFDSM3638_05815	PF1160	phosphatidate cytidylyltransferase
PFDSM3638_RS05845	PFDSM3638_05825	PF1163	DUF131 domain-containing protein
PFDSM3638_RS05850	PFDSM3638_05830	PF1164	cation:proton antiporter
PFDSM3638_RS05855	PFDSM3638_05835	PF1165	DNA helicase
PFDSM3638_RS05860	PFDSM3638_05840	PF1166	exonuclease SbcCD subunit D
PFDSM3638_RS05865	PFDSM3638_05845	PF1167	DNA repair protein Rad50
PFDSM3638_RS05870	PFDSM3638_05850	PF1168	5'-3' exonuclease
PFDSM3638_RS05875	PFDSM3638_05855	PF1169	hypothetical protein
PFDSM3638_RS05880	PFDSM3638_05860	PF1170	hypothetical protein
PFDSM3638_RS05885	PFDSM3638_05865	PF1171	hypothetical protein
PFDSM3638_RS05895	PFDSM3638_05875	PF1172	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PFDSM3638_RS05900	PFDSM3638_05880	PF1173	thioesterase
PFDSM3638_RS05905	PFDSM3638_05885	PF1174	hypothetical protein
PFDSM3638_RS05910	PFDSM3638_05890	PF1175	class I SAM-dependent methyltransferase
PFDSM3638_RS05915	PFDSM3638_05895	PF1176	DUF3216 domain-containing protein
PFDSM3638_RS05920	PFDSM3638_05900	PF1177	GTPase HflX
PFDSM3638_RS05925	PFDSM3638_05905	PF1178	inorganic phosphate transporter
PFDSM3638_RS05930	PFDSM3638_05910	PF1179	hypothetical protein
PFDSM3638_RS05935	PFDSM3638_05915	PF1180	threonine synthase
PFDSM3638_RS05940	PFDSM3638_05920	PF1181	hypothetical protein
PFDSM3638_RS05945	PFDSM3638_05925	PF1182	thioredoxin
PFDSM3638_RS05950	PFDSM3638_05930	PF1183	hypothetical protein
PFDSM3638_RS05955	PFDSM3638_05935	PF1184	DUF72 domain-containing protein
PFDSM3638_RS05960	PFDSM3638_05940	PF1185	acetylornithine deacetylase
PFDSM3638_RS05965	PFDSM3638_05945	PF1186	CoA-disulfide reductase
PFDSM3638_RS05970	PFDSM3638_05950	PF1187	DUF1464 domain-containing protein
PFDSM3638_RS05975	PFDSM3638_05955	PF1188	pyruvate kinase
PFDSM3638_RS05980	PFDSM3638_05960	PF1189	DUF59 domain-containing protein
PFDSM3638_RS05985	PFDSM3638_05965	PF1190	rubrerythrin
PFDSM3638_RS05990	PFDSM3638_05970	PF1191	rubrerythrin
PFDSM3638_RS05995	PFDSM3638_05975	PF1193	DNA protection protein DPS
PFDSM3638_RS06000	PFDSM3638_05980	PF1194	transcriptional repressor
PFDSM3638_RS06005	PFDSM3638_05985	PF1195	rubrerythrin
PFDSM3638_RS06010	PFDSM3638_05990	PF1196	rubrerythrin
PFDSM3638_RS06015	PFDSM3638_05995	PF1197	NAD(P)/FAD-dependent oxidoreductase
PFDSM3638_RS06020	PFDSM3638_06000	PF1198	DNA/RNA nuclease SfsA
PFDSM3638_RS06025	PFDSM3638_06005	PF1199	rubrerythrin
PFDSM3638_RS06030	PFDSM3638_06010	PF1200	IS6 family transposase ISPfu2
PFDSM3638_RS06035	PFDSM3638_06015	PF1201	DUF2118 domain-containing protein
PFDSM3638_RS06040	PFDSM3638_06020	PF1203	aldehyde ferredoxin oxidoreductase
PFDSM3638_RS06045	PFDSM3638_06025	PF1204	serine--tRNA ligase
PFDSM3638_RS06050	PFDSM3638_06030	PF1205	hypothetical protein
PFDSM3638_RS06055	PFDSM3638_06035	PF1206	hypothetical protein
PFDSM3638_RS06060	PFDSM3638_06040	PF1207	hypothetical protein
PFDSM3638_RS06065	PFDSM3638_06045	PF1208	glycoside hydrolase family 1 protein
PFDSM3638_RS06070	PFDSM3638_06050	PF1209	ABC transporter substrate-binding protein
PFDSM3638_RS06075	PFDSM3638_06055	PF1210	ABC transporter permease
PFDSM3638_RS06080	PFDSM3638_06060	PF1211	ABC transporter permease
PFDSM3638_RS06085	PFDSM3638_06065	PF1212	ABC transporter ATP-binding protein
PFDSM3638_RS06090	PFDSM3638_06070	PF1213	ABC transporter ATP-binding protein
PFDSM3638_RS06095	PFDSM3638_06075	PF1214	transcription elongation factor NusA
PFDSM3638_RS06100	PFDSM3638_06080	PF1214.2n	hypothetical protein
PFDSM3638_RS06110		NA	NA
PFDSM3638_RS06115	PFDSM3638_06090	NA	NA
PFDSM3638_RS06120	PFDSM3638_06095	PF1219	hypothetical protein
PFDSM3638_RS10620		NA	NA
PFDSM3638_RS06135	PFDSM3638_06110	PF1222	antitoxin
PFDSM3638_RS06140	PFDSM3638_06115	PF1223	PIN domain-containing protein
PFDSM3638_RS10625		NA	NA
PFDSM3638_RS06150	PFDSM3638_06125	NA	NA
PFDSM3638_RS06155	PFDSM3638_06130	PF1228	rhomboid family intramembrane serine protease
PFDSM3638_RS06160	PFDSM3638_06135	PF1229	endonuclease III
PFDSM3638_RS06165	PFDSM3638_06140	PF1230	ATPase
PFDSM3638_RS06170	PFDSM3638_06145	PF1231	transcriptional regulator
PFDSM3638_RS06175	PFDSM3638_06150	PF1232	aspartate aminotransferase family protein
PFDSM3638_RS06180	PFDSM3638_06155	PF1233	chitinase
PFDSM3638_RS06185	PFDSM3638_06160	PF1234	chitinase
PFDSM3638_RS06190	PFDSM3638_06165	PF1235	fluoride efflux transporter CrcB
PFDSM3638_RS06195	PFDSM3638_06170	PF1236	hypothetical protein
PFDSM3638_RS06200	PFDSM3638_06175	PF1237	hypothetical protein
PFDSM3638_RS06205	PFDSM3638_06180	PF1238	ABC transporter ATP-binding protein
PFDSM3638_RS06210	PFDSM3638_06185	PF1239	hypothetical protein
PFDSM3638_RS06215	PFDSM3638_06190	PF1240	uracil permease
PFDSM3638_RS06220	PFDSM3638_06195	PF1241	uracil phosphoribosyltransferase
PFDSM3638_RS06225	PFDSM3638_06200	PF1242	dehydrogenase
PFDSM3638_RS06230	PFDSM3638_06205	PF1243	hypothetical protein
PFDSM3638_RS06235	PFDSM3638_06210	PF1244	hypothetical protein
PFDSM3638_RS06240	PFDSM3638_06215	PF1245	D-nopaline dehydrogenase
PFDSM3638_RS06245	PFDSM3638_06220	PF1246	FAD-binding oxidoreductase
PFDSM3638_RS06250	PFDSM3638_06225	PF1247	ABC transporter permease
PFDSM3638_RS06255	PFDSM3638_06230	PF1248	IS982 family transposase
PFDSM3638_RS06260	PFDSM3638_06235	PF1249	ABC transporter ATP-binding protein
PFDSM3638_RS06265	PFDSM3638_06240	PF1250	hypothetical protein
PFDSM3638_RS06270	PFDSM3638_06245	PF1252	ABC transporter permease
PFDSM3638_RS06275	PFDSM3638_06250	PF1253	pyridoxal phosphate-dependent aminotransferase
PFDSM3638_RS06280	PFDSM3638_06255	PF1254	Na+dependent transporter
PFDSM3638_RS06285	PFDSM3638_06260	PF1256	alkaline-shock protein
PFDSM3638_RS06290	PFDSM3638_06265	PF1257	SAM-dependent tRNA/rRNA cytosine-C5 methylase
PFDSM3638_RS06295	PFDSM3638_06270	PF1258	ribose-5-phosphate isomerase RpiA
PFDSM3638_RS06300	PFDSM3638_06275	PF1259	hypothetical protein
PFDSM3638_RS06305	PFDSM3638_06280	PF1260	hypothetical protein
PFDSM3638_RS06310	PFDSM3638_06285	PF1261	metallophosphoesterase
PFDSM3638_RS06315	PFDSM3638_06290	PF1262	16S rRNA methyltransferase
PFDSM3638_RS06320	PFDSM3638_06295	PF1263	hypothetical protein
PFDSM3638_RS06325	PFDSM3638_06300	PF1264	translation initiation factor IF-5A
PFDSM3638_RS06330	PFDSM3638_06305	PF1265	SAM-dependent tRNA/rRNA cytosine-C5 methylase
PFDSM3638_RS06335	PFDSM3638_06310	PF1266	cystathionine gamma-synthase
PFDSM3638_RS06340	PFDSM3638_06315	PF1267	5,10-methylenetetrahydrofolate reductase
PFDSM3638_RS06345	PFDSM3638_06320	PF1268	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase
PFDSM3638_RS06350	PFDSM3638_06325	PF1269	methionine synthase
PFDSM3638_RS06355	PFDSM3638_06330	PF1270	hypothetical protein
PFDSM3638_RS06365	PFDSM3638_06340	PF1271	hypothetical protein
PFDSM3638_RS06370	PFDSM3638_06345	PF1272	LamB/YcsF family protein
PFDSM3638_RS06375	PFDSM3638_06350	PF1273	allophanate hydrolase
PFDSM3638_RS06380	PFDSM3638_06355	PF1274	urea amidolyase
PFDSM3638_RS06385	PFDSM3638_06360	PF1275	DUF424 domain-containing protein
PFDSM3638_RS06390	PFDSM3638_06365	PF1276	hypothetical protein
PFDSM3638_RS06395	PFDSM3638_06370	PF1277	7-carboxy-7-deazaguanine synthase
PFDSM3638_RS06400	PFDSM3638_06375	PF1278	6-pyruvoyl tetrahydropterin synthase
PFDSM3638_RS06405	PFDSM3638_06380	PF1279	50S ribosomal protein L16
PFDSM3638_RS06410	PFDSM3638_06385	PF1280	hypothetical protein
PFDSM3638_RS06415	PFDSM3638_06390	PF1281	superoxide reductase
PFDSM3638_RS06420	PFDSM3638_06395	PF1282	rubredoxin
PFDSM3638_RS06425	PFDSM3638_06400	PF1283	rubrerythrin
PFDSM3638_RS06430	PFDSM3638_06405	PF1284	hypothetical protein
PFDSM3638_RS06435	PFDSM3638_06410	PF1285	Fe-S cluster assembly protein SufD
PFDSM3638_RS06440	PFDSM3638_06415	PF1286	Fe-S cluster assembly protein SufB
PFDSM3638_RS06445	PFDSM3638_06420	PF1287	Fe-S cluster assembly ATPase SufC
PFDSM3638_RS06450	PFDSM3638_06425	PF1288	tRNA 4-thiouridine(8) synthase ThiI
PFDSM3638_RS06455	PFDSM3638_06430	PF1289	molybdopterin biosynthesis protein MoeB
PFDSM3638_RS06460	PFDSM3638_06435	PF1290	DUF523 domain-containing protein
PFDSM3638_RS06465	PFDSM3638_06440	PF1291	metallophosphatase family protein
PFDSM3638_RS06470	PFDSM3638_06445	PF1292	hypothetical protein
PFDSM3638_RS06475	PFDSM3638_06450	PF1293	proline--tRNA ligase
PFDSM3638_RS06480	PFDSM3638_06455	PF1294	dephospho-CoA kinase
PFDSM3638_RS06485	PFDSM3638_06460	PF1295	TATA-box-binding protein
PFDSM3638_RS06490	PFDSM3638_06465	PF1296	dihydropteroate synthase
PFDSM3638_RS06495	PFDSM3638_06470	PF1297	hypothetical protein
PFDSM3638_RS06500	PFDSM3638_06475	PF1298	endonuclease
PFDSM3638_RS06505	PFDSM3638_06480	PF1299	pyroglutamyl-peptidase I
PFDSM3638_RS06510	PFDSM3638_06485	PF1300	hypothetical protein
PFDSM3638_RS06515	PFDSM3638_06490	PF1301	MBL fold metallo-hydrolase
PFDSM3638_RS06520	PFDSM3638_06495	PF1302	hypothetical protein
PFDSM3638_RS06525	PFDSM3638_06500	PF1303	DUF2101 domain-containing protein
PFDSM3638_RS06530	PFDSM3638_06505	PF1304	DUF2341 domain-containing protein
PFDSM3638_RS06535	PFDSM3638_06510	PF1305	hypothetical protein
PFDSM3638_RS06540	PFDSM3638_06515	PF1306	hypothetical protein
PFDSM3638_RS06545	PFDSM3638_06520	PF1307	hypothetical protein
PFDSM3638_RS06550	PFDSM3638_06525	PF1308	antitoxin
PFDSM3638_RS06555	PFDSM3638_06530	PF1308.2n	hypothetical protein
PFDSM3638_RS06560	PFDSM3638_06535	PF1310	hypothetical protein
PFDSM3638_RS06565	PFDSM3638_06540	PF1311	hypothetical protein
PFDSM3638_RS06570	PFDSM3638_06545	PF1312	hypothetical protein
PFDSM3638_RS06575	PFDSM3638_06550	PF1313	DNA-protecting protein DprA
PFDSM3638_RS06580	PFDSM3638_06555	PF1314	NYN domain-containing protein
PFDSM3638_RS06585	PFDSM3638_06560	PF1315	DUF262 domain-containing protein
PFDSM3638_RS06590	PFDSM3638_06565	PF1316	hypothetical protein
PFDSM3638_RS06610	PFDSM3638_06585	PF1321	ATPase
PFDSM3638_RS06615	PFDSM3638_06590	PF1322	type II toxin-antitoxin system HicB family antitoxin
PFDSM3638_RS06620	PFDSM3638_06595	PF1323	addiction module toxin, HicA family
PFDSM3638_RS06625	PFDSM3638_06600	PF1324	hypothetical protein
PFDSM3638_RS06630	PFDSM3638_06605	PF1325	rubrerythrin family protein
PFDSM3638_RS06635	PFDSM3638_06610	PF1326	hypothetical protein
PFDSM3638_RS06640	PFDSM3638_06615	PF1327	glutamate synthase (NADPH), homotetrameric
PFDSM3638_RS06645	PFDSM3638_06620	PF1328	ferredoxin-NADP reductase
PFDSM3638_RS06650	PFDSM3638_06625	PF1329	hydrogenase
PFDSM3638_RS06655	PFDSM3638_06630	PF1330	cytochrome-c3 hydrogenase subunit gamma
PFDSM3638_RS06660	PFDSM3638_06635	PF1331	hydrogenase
PFDSM3638_RS06665	PFDSM3638_06640	PF1332	hydrogenase
PFDSM3638_RS06670	PFDSM3638_06645	PF1333	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
PFDSM3638_RS06675	PFDSM3638_06650	PF1334	thiamine phosphate synthase
PFDSM3638_RS06680	PFDSM3638_06655	PF1335	hydroxyethylthiazole kinase
PFDSM3638_RS06685	PFDSM3638_06660	PF1336	putative hydroxymethylpyrimidine transporter CytX
PFDSM3638_RS06690	PFDSM3638_06665	PF1337	transcriptional regulator
PFDSM3638_RS06695	PFDSM3638_06670	PF1338	thiaminase II
PFDSM3638_RS06700	PFDSM3638_06675	PF1339	hypothetical protein
PFDSM3638_RS06705	PFDSM3638_06680	PF1340	hypothetical protein
PFDSM3638_RS06710	PFDSM3638_06685	PF1341	glycine cleavage system protein T
PFDSM3638_RS06715	PFDSM3638_06690	PF1342	hypothetical protein
PFDSM3638_RS06720	PFDSM3638_06695	PF1343	peptidase M24
PFDSM3638_RS06725	PFDSM3638_06700	PF1344	maleate cis-trans isomerase
PFDSM3638_RS06730	PFDSM3638_06705	PF1345	ribonuclease Z
PFDSM3638_RS06735	PFDSM3638_06710	PF1346	conjugal transfer protein TraB
PFDSM3638_RS06740	PFDSM3638_06715	PF1347	hypothetical protein
PFDSM3638_RS06745	PFDSM3638_06720	PF1348	hypothetical protein
PFDSM3638_RS06750	PFDSM3638_06725	PF1349	S-methyl-5-thioribose-1-phosphate isomerase
PFDSM3638_RS06755	PFDSM3638_06730	PF1350	MFS transporter
PFDSM3638_RS06760	PFDSM3638_06735	PF1351	threonine--tRNA ligase
PFDSM3638_RS06765	PFDSM3638_06740	PF1352	PIN domain-containing protein
PFDSM3638_RS06770	PFDSM3638_06745	PF1353	hypothetical protein
PFDSM3638_RS06775	PFDSM3638_06750	PF1354	flippase
PFDSM3638_RS06780	PFDSM3638_06755	PF1355	UDP-glucose/GDP-mannose dehydrogenase family protein
PFDSM3638_RS06785	PFDSM3638_06760	PF1356	UTP--glucose-1-phosphate uridylyltransferase
PFDSM3638_RS06790	PFDSM3638_06765	PF1357	NAD-dependent epimerase/dehydratase family protein
PFDSM3638_RS06795	PFDSM3638_06770	PF1357.1n	hypothetical protein
PFDSM3638_RS06800	PFDSM3638_06775	PF1358	glycosyltransferase family 1 protein
PFDSM3638_RS06805	PFDSM3638_06780	PF1359	glycosyl transferase
PFDSM3638_RS06810	PFDSM3638_06785	PF1360	group 1 glycosyl transferase
PFDSM3638_RS06815	PFDSM3638_06790	PF1361	glycosyltransferase family 4 protein
PFDSM3638_RS06820	PFDSM3638_06795	PF1362	group 1 glycosyl transferase
PFDSM3638_RS06825	PFDSM3638_06800	PF1363	glycosyl transferase
PFDSM3638_RS06830	PFDSM3638_06805	PF1364	glycosyltransferase family 1 protein
PFDSM3638_RS06840	PFDSM3638_06815	PF1366	IS6 family transposase ISPfu1
PFDSM3638_RS06845	PFDSM3638_06820	PF1367	50S ribosomal protein L7ae
PFDSM3638_RS06850	PFDSM3638_06825	PF1368	30S ribosomal protein S28e
PFDSM3638_RS06855	PFDSM3638_06830	PF1369	50S ribosomal protein L24
PFDSM3638_RS06860	PFDSM3638_06835	PF1370	transporter
PFDSM3638_RS06865	PFDSM3638_06840	PF1371	EamA family transporter
PFDSM3638_RS06880	PFDSM3638_06855	PF1372	hypothetical protein
PFDSM3638_RS06890	PFDSM3638_06865	PF1373	cation transporter
PFDSM3638_RS06895	PFDSM3638_06870	PF1374	lipoate--protein ligase family protein
PFDSM3638_RS06900	PFDSM3638_06875	PF1375	translation elongation factor EF-1 subunit alpha
PFDSM3638_RS06905	PFDSM3638_06880	PF1376	30S ribosomal protein S10
PFDSM3638_RS06915	PFDSM3638_06890	PF1377	transcription initiation factor IIB
PFDSM3638_RS06920	PFDSM3638_06895	PF1378	ribonuclease P protein component 2
PFDSM3638_RS06925	PFDSM3638_06900	PF1379	mRNA surveillance protein pelota
PFDSM3638_RS06930	PFDSM3638_06905	PF1380	arginine--tRNA ligase
PFDSM3638_RS06935	PFDSM3638_06910	PF1381	hypothetical protein
PFDSM3638_RS06940	PFDSM3638_06915	PF1382	NAD(P)-dependent glycerol-1-phosphate dehydrogenase
PFDSM3638_RS06950	PFDSM3638_06925	PF1383	sugar phosphate isomerase/epimerase
PFDSM3638_RS06955	PFDSM3638_06930	PF1384	hypothetical protein
PFDSM3638_RS06960	PFDSM3638_06935	PF1385	uracil-DNA glycosylase
PFDSM3638_RS06965	PFDSM3638_06940	PF1386	transcriptional regulator
PFDSM3638_RS06970	PFDSM3638_06945	PF1387	phosphopantothenate/pantothenate synthetase
PFDSM3638_RS06975	PFDSM3638_06950	PF1388	osmotically inducible protein OsmC
PFDSM3638_RS06980	PFDSM3638_06955	PF1389	radical SAM protein
PFDSM3638_RS06985	PFDSM3638_06960	PF1390	hypothetical protein
PFDSM3638_RS06990	PFDSM3638_06965	PF1391	hypothetical protein
PFDSM3638_RS06995	PFDSM3638_06970	PF1392	hypothetical protein
PFDSM3638_RS07000	PFDSM3638_06975	PF1393	DUF1957 domain-containing protein
PFDSM3638_RS07005	PFDSM3638_06980	PF1394	3-phosphoglycerate dehydrogenase
PFDSM3638_RS07010	PFDSM3638_06985	PF1395	TIGR00153 family protein
PFDSM3638_RS07015	PFDSM3638_06990	PF1396	2-dehydropantoate 2-reductase
PFDSM3638_RS07020	PFDSM3638_06995	PF1397	AmmeMemoRadiSam system radical SAM enzyme
PFDSM3638_RS07025	PFDSM3638_07000	PF1398	hypothetical protein
PFDSM3638_RS07030	PFDSM3638_07005	PF1399	S-layer protein
PFDSM3638_RS07035	PFDSM3638_07010	PF1400	hypothetical protein
PFDSM3638_RS07040	PFDSM3638_07015	PF1401	peptidylprolyl isomerase
PFDSM3638_RS07045	PFDSM3638_07020	PF1402	hypothetical protein
PFDSM3638_RS07050	PFDSM3638_07025	PF1403	tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY
PFDSM3638_RS07055	PFDSM3638_07030	PF1404	proteasome endopeptidase complex, archaeal, beta subunit
PFDSM3638_RS07060	PFDSM3638_07035	PF1405	beta-CASP ribonuclease aCPSF1
PFDSM3638_RS07065	PFDSM3638_07040	PF1406	threonine synthase
PFDSM3638_RS07070	PFDSM3638_07045	PF1407	UMP kinase
PFDSM3638_RS07075	PFDSM3638_07050	PF1408	DNA-binding protein
PFDSM3638_RS07080	PFDSM3638_07055	PF1409	ABC transporter permease
PFDSM3638_RS07085	PFDSM3638_07060	PF1410	ABC transporter permease
PFDSM3638_RS07090	PFDSM3638_07065	PF1411	ABC transporter ATP-binding protein
PFDSM3638_RS07095	PFDSM3638_07070	PF1412	ABC transporter ATP-binding protein
PFDSM3638_RS07100	PFDSM3638_07075	PF1413	hypothetical protein
PFDSM3638_RS07110	PFDSM3638_07085	PF1414	flap endonuclease-1
PFDSM3638_RS07115	PFDSM3638_07090	PF1415	class I SAM-dependent methyltransferase family protein
PFDSM3638_RS07120	PFDSM3638_07095	PF1416	hypothetical protein
PFDSM3638_RS07130	PFDSM3638_07100	PF1418	hypothetical protein
PFDSM3638_RS07135	PFDSM3638_07105	PF1419	phosphoglycolate phosphatase
PFDSM3638_RS07140	PFDSM3638_07110	PF1421	aspartate aminotransferase family protein
PFDSM3638_RS07145	PFDSM3638_07115	PF1422	thioredoxin-disulfide reductase
PFDSM3638_RS07150	PFDSM3638_07120	PF1423	cation:proton antiporter
PFDSM3638_RS07155	PFDSM3638_07125	PF1424	cation:proton antiporter
PFDSM3638_RS07160	PFDSM3638_07130	PF1425	cation:proton antiporter
PFDSM3638_RS07165	PFDSM3638_07135	PF1426	hypothetical protein
PFDSM3638_RS07170	PFDSM3638_07140	PF1427	hypothetical protein
PFDSM3638_RS07175	PFDSM3638_07145	PF1428	cation:proton antiporter
PFDSM3638_RS07180	PFDSM3638_07150	PF1429	cation:proton antiporter
PFDSM3638_RS07185	PFDSM3638_07155	PF1430	cation:proton antiporter
PFDSM3638_RS07190	PFDSM3638_07160	PF1431	hydrogenase
PFDSM3638_RS07195	PFDSM3638_07165	PF1432	hydrogenase
PFDSM3638_RS07200	PFDSM3638_07170	PF1433	hydrogenase
PFDSM3638_RS07205	PFDSM3638_07175	PF1434	NADH dehydrogenase subunit
PFDSM3638_RS07210	PFDSM3638_07180	PF1435	CO-induced hydrogenase subunit K
PFDSM3638_RS07215	PFDSM3638_07185	PF1436	NADH-plastoquinone oxidoreductase subunit
PFDSM3638_RS07225	PFDSM3638_07195	PF1437	hypothetical protein
PFDSM3638_RS07230	PFDSM3638_07200	PF1438	CGP-CTERM sorting domain-containing protein
PFDSM3638_RS07235	PFDSM3638_07205	PF1439	DUF4870 domain-containing protein
PFDSM3638_RS07240	PFDSM3638_07210	PF1440	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
PFDSM3638_RS07245	PFDSM3638_07215	PF1441	NADH-quinone oxidoreductase subunit NuoI
PFDSM3638_RS07250	PFDSM3638_07220	PF1442	NADH-quinone oxidoreductase subunit NuoD
PFDSM3638_RS07255	PFDSM3638_07225	PF1443	NADH-quinone oxidoreductase subunit C
PFDSM3638_RS07260	PFDSM3638_07230	PF1444	NADH-quinone oxidoreductase subunit B
PFDSM3638_RS07265	PFDSM3638_07235	PF1445	NADH dehydrogenase subunit
PFDSM3638_RS07270	PFDSM3638_07240	PF1446	NADH-quinone oxidoreductase subunit M
PFDSM3638_RS07275	PFDSM3638_07245	PF1447	proton-conducting membrane transporter
PFDSM3638_RS07280	PFDSM3638_07250	PF1448	cation:proton antiporter
